"NMDS1"	"NMDS2"	"site"	"Serotype"	"Source"	"Geo"
"BOV_TYPH_WA_11_R9_3251"	0.382968648979776	-0.00777455014795924	"BOV_TYPH_WA_11_R9_3251"	"Typhimurium"	"Bovine"	"WA"
"BOV_TYPH_WA_12_R9_3252"	0.2464626576202	-0.0246416285127133	"BOV_TYPH_WA_12_R9_3252"	"Typhimurium"	"Bovine"	"WA"
"HUM_DUBN_NY_08_R8_1599"	-0.0283372102230737	-0.176314569750647	"HUM_DUBN_NY_08_R8_1599"	"Dublin"	"Human"	"NY"
"HUM_DUBN_NY_08_R8_3349"	-0.0284288598237895	-0.661948283621233	"HUM_DUBN_NY_08_R8_3349"	"Dublin"	"Human"	"NY"
"HUM_DUBN_NY_08_R8_3358"	-0.0283372102230735	-0.176314569750647	"HUM_DUBN_NY_08_R8_3358"	"Dublin"	"Human"	"NY"
"HUM_DUBN_NY_10_R8_4810"	-0.0283372102230728	-0.176314569750648	"HUM_DUBN_NY_10_R8_4810"	"Dublin"	"Human"	"NY"
"HUM_DUBN_NY_10_R8_5384"	-0.0283372102230728	-0.176314569750648	"HUM_DUBN_NY_10_R8_5384"	"Dublin"	"Human"	"NY"
"HUM_DUBN_NY_10_R8_7956"	-0.0283372102230734	-0.176314569750648	"HUM_DUBN_NY_10_R8_7956"	"Dublin"	"Human"	"NY"
"HUM_DUBN_WA_08_R9_3253"	-0.0163778808107032	-0.433019626401294	"HUM_DUBN_WA_08_R9_3253"	"Dublin"	"Human"	"WA"
"HUM_DUBN_WA_10_R9_3255"	-0.254268570629128	-0.135046146160448	"HUM_DUBN_WA_10_R9_3255"	"Dublin"	"Human"	"WA"
"HUM_DUBN_WA_10_R9_3256"	-0.424741889424463	-0.232414511989453	"HUM_DUBN_WA_10_R9_3256"	"Dublin"	"Human"	"WA"
"HUM_DUBN_WA_11_R9_3257"	-0.254268570629128	-0.135046146160448	"HUM_DUBN_WA_11_R9_3257"	"Dublin"	"Human"	"WA"
"HUM_DUBN_WA_12_R9_3258"	-0.0283372102230741	-0.176314569750647	"HUM_DUBN_WA_12_R9_3258"	"Dublin"	"Human"	"WA"
"HUM_NEWP_NY_08_R8_0802"	-0.209882600527081	0.0565117359146743	"HUM_NEWP_NY_08_R8_0802"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_08_R8_1598"	-0.209408964863286	0.0567326911399628	"HUM_NEWP_NY_08_R8_1598"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_08_R8_2926"	-0.210008921466271	0.056469669825121	"HUM_NEWP_NY_08_R8_2926"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_08_R8_2947"	-0.2099437927311	0.0566744473922049	"HUM_NEWP_NY_08_R8_2947"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_09_R8_4908"	-0.452033065899937	0.123413840078262	"HUM_NEWP_NY_09_R8_4908"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_09_R8_4995"	-0.278624924742428	0.417161247305998	"HUM_NEWP_NY_09_R8_4995"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_09_R8_4997"	-0.209681577288298	0.0568495121857924	"HUM_NEWP_NY_09_R8_4997"	"Newport"	"Human"	"NY"
"HUM_NEWP_NY_11_R8_8684"	-0.209546987974858	0.0562827480549786	"HUM_NEWP_NY_11_R8_8684"	"Newport"	"Human"	"NY"
"HUM_NEWP_WA_08_R9_3259"	-0.209744913435802	0.0562150490687065	"HUM_NEWP_WA_08_R9_3259"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_08_R9_3260"	-0.209702590370235	0.056350275445227	"HUM_NEWP_WA_08_R9_3260"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_09_R9_3254"	-0.438793701390455	0.166305452174538	"HUM_NEWP_WA_09_R9_3254"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_09_R9_3261"	-0.209987203261497	0.0563705381313138	"HUM_NEWP_WA_09_R9_3261"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_10_R9_3263"	-0.209673304442025	0.0567104594017434	"HUM_NEWP_WA_10_R9_3263"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_10_R9_3264"	-0.209529129499258	0.0566984732793667	"HUM_NEWP_WA_10_R9_3264"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_11_R9_3265"	-0.209410147854684	0.0564488547359874	"HUM_NEWP_WA_11_R9_3265"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_11_R9_3266"	-0.461212919212237	0.0715886643324993	"HUM_NEWP_WA_11_R9_3266"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_12_R9_3267"	-0.602678767567445	0.112660642333251	"HUM_NEWP_WA_12_R9_3267"	"Newport"	"Human"	"WA"
"HUM_NEWP_WA_12_R9_3268"	-0.466582602252822	0.0371226214419293	"HUM_NEWP_WA_12_R9_3268"	"Newport"	"Human"	"WA"
"HUM_TYPH_NY_08_R8_0763"	0.549240359042152	0.292844442242647	"HUM_TYPH_NY_08_R8_0763"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_08_R8_0764"	-0.209843335875003	0.056230873372738	"HUM_TYPH_NY_08_R8_0764"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_08_R8_0784"	-0.209568322796752	0.0564249074199018	"HUM_TYPH_NY_08_R8_0784"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_10_R8_5213"	0.373215980990893	0.166105507431363	"HUM_TYPH_NY_10_R8_5213"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_10_R8_6089"	0.426667938530776	0.00524174885269864	"HUM_TYPH_NY_10_R8_6089"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_11_R8_8073"	0.427873459552988	0.227102413642315	"HUM_TYPH_NY_11_R8_8073"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_11_R8_8081"	0.382968648979776	-0.00777455014795906	"HUM_TYPH_NY_11_R8_8081"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_11_R8_8132"	0.530620656642017	0.0278896094171902	"HUM_TYPH_NY_11_R8_8132"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_12_R9_0042"	0.427873459552958	0.227102413642304	"HUM_TYPH_NY_12_R9_0042"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_NY_12_R9_0437"	0.862849958687587	-0.18581348192475	"HUM_TYPH_NY_12_R9_0437"	"Typhimurium"	"Human"	"NY"
"HUM_TYPH_WA_08_R9_3269"	-0.261900944115702	0.200567271446431	"HUM_TYPH_WA_08_R9_3269"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_08_R9_3270"	0.108493447678877	0.9601482595073	"HUM_TYPH_WA_08_R9_3270"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_09_R9_3271"	1.01952485684719	-0.0953855277497238	"HUM_TYPH_WA_09_R9_3271"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_09_R9_3272"	1.01952500676934	-0.0951047178979291	"HUM_TYPH_WA_09_R9_3272"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_10_R9_3273"	-0.620836770619589	-0.618626871632918	"HUM_TYPH_WA_10_R9_3273"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_10_R9_3274"	0.904432846254845	-0.757661613945863	"HUM_TYPH_WA_10_R9_3274"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_11_R9_3275"	-0.654521031728624	0.206624824638626	"HUM_TYPH_WA_11_R9_3275"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_11_R9_3276"	-0.60275599444702	0.112443150722224	"HUM_TYPH_WA_11_R9_3276"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_12_R9_3277"	-0.209715630101853	0.0565193199834339	"HUM_TYPH_WA_12_R9_3277"	"Typhimurium"	"Human"	"WA"
"HUM_TYPH_WA_12_R9_3278"	0.867143450166272	-0.11926097825058	"HUM_TYPH_WA_12_R9_3278"	"Typhimurium"	"Human"	"WA"
